weeklyQuota,retailer,monthlyQuota,country,id,name
17,Woolworth’s,68,AU,storeLists-AustraliaStandardMix-202-dutaq,Australia - Standard Mix
3,Foodworks,12,AU,storeLists-AustraliaStandardMix-202-g2jep,Australia - Standard Mix
17,Cole’s,68,AU,storeLists-AustraliaStandardMix-202-mp9hi,Australia - Standard Mix
8,Aldi,32,AU,storeLists-AustraliaStandardMix-202-pajsz,Australia - Standard Mix
5,IGA,20,AU,storeLists-AustraliaStandardMix-202-txgn2,Australia - Standard Mix
25,Walmart,100,US,storeLists-Auto-202-1755f,Auto
15,Auto Zone,60,US,storeLists-Auto-202-9gs4p,Auto
5,Sam's Club,20,US,storeLists-Auto-202-afnwa,Auto
15,O'Reilly's,60,US,storeLists-Auto-202-ayvn0,Auto
15,Target,60,US,storeLists-Auto-202-erp6s,Auto
10,Costco,40,US,storeLists-Auto-202-ryedc,Auto
15,Advanced Auto Parts,60,US,storeLists-Auto-202-stzh0,Auto
4,London Drugs,16,CA,storeLists-Auto-204-02h91,Auto
3,Costco ON,10,CA,storeLists-Auto-204-0elpi,Auto
4,Fountain Tire,16,CA,storeLists-Auto-204-6ve31,Auto
2,Giant Tiger QC,8,CA,storeLists-Auto-204-83kqi,Auto
3,Walmart WEST,12,CA,storeLists-Auto-204-aoyqk,Auto
4,Fountain Tire,16,CA,storeLists-Auto-204-cpod9,Auto
3,Costco WEST,10,CA,storeLists-Auto-204-eg3ws,Auto
2,Giant Tiger WEST,8,CA,storeLists-Auto-204-ehqey,Auto
2,Giant Tiger ATL,8,CA,storeLists-Auto-204-f4xki,Auto
4,Tirecraft,16,CA,storeLists-Auto-204-fb6hp,Auto
4,Princess Auto,16,CA,storeLists-Auto-204-h841r,Auto
3,Walmart QC,12,CA,storeLists-Auto-204-kynbo,Auto
3,Walmart ON,12,CA,storeLists-Auto-204-lg0pj,Auto
3,Costco ATL,10,CA,storeLists-Auto-204-lsmbj,Auto
3,Canadian Tire ATL,12,CA,storeLists-Auto-204-mjoto,Auto
3,Canadian Tire ON,12,CA,storeLists-Auto-204-p5y9l,Auto
3,Canadian Tire WEST,12,CA,storeLists-Auto-204-qpl5r,Auto
3,Costco QC,10,CA,storeLists-Auto-204-rgfdh,Auto
2,Giant Tiger ON,8,CA,storeLists-Auto-204-t1lgq,Auto
4,NAPA Auto Parts,16,CA,storeLists-Auto-204-vzitp,Auto
3,Canadian Tire QC,12,CA,storeLists-Auto-204-wd81m,Auto
3,Walmart ATL,12,CA,storeLists-Auto-204-wn1ub,Auto
4,OK Tire,16,CA,storeLists-Auto-204-zv7jb,Auto
10,BJ's,40,US,storeLists-Club-202-beh46,Club
25,Sam's Club,100,US,storeLists-Club-202-cl38h,Club
65,Costco,260,US,storeLists-Club-202-w2wp1,Club
25,Walmart,100,US,storeLists-ConsumerElectronics-202-4mf0o,Consumer Electronics
35,Best Buy,140,US,storeLists-ConsumerElectronics-202-9buva,Consumer Electronics
10,Costco,40,US,storeLists-ConsumerElectronics-202-n2dn8,Consumer Electronics
20,Target,80,US,storeLists-ConsumerElectronics-202-o62rz,Consumer Electronics
10,Sam's Club,40,US,storeLists-ConsumerElectronics-202-o7l17,Consumer Electronics
20,Costco,80,US,0rVGQPh9kxEge5TBCyw4,Consumer Electronics - Small Kitchen Appliances
10,Sam's Club,40,US,8IMOqIItQkoWEsk0u4tO,Consumer Electronics - Small Kitchen Appliances
30,Target,120,US,P87vUDpLalUFT4qrFEIH,Consumer Electronics - Small Kitchen Appliances
30,Walmart,120,US,qZKGQV2TyrC21UoVFJwV,Consumer Electronics - Small Kitchen Appliances
10,Best Buy,40,US,uszNN6OWkdPDWneDq2vA,Consumer Electronics - Small Kitchen Appliances
20,Shell,80,US,storeLists-ConvenienceStore-202-gxxyp,Convenience Store
15,Circle K,60,US,storeLists-ConvenienceStore-202-jz3um,Convenience Store
20,7-Eleven,80,US,storeLists-ConvenienceStore-202-lvova,Convenience Store
4,Sunoco,16,US,storeLists-ConvenienceStore-203-16jgc,Convenience Store
4,QuikTrip,16,US,storeLists-ConvenienceStore-203-2pv9o,Convenience Store
4,Murphy USA,16,US,storeLists-ConvenienceStore-203-7kpe5,Convenience Store
10,BP,40,US,storeLists-ConvenienceStore-203-a39lx,Convenience Store
2,Fas Mart,8,US,storeLists-ConvenienceStore-203-ce4q4,Convenience Store
3,Sheetz,12,US,storeLists-ConvenienceStore-203-f0ouw,Convenience Store
4,Wawa,16,US,storeLists-ConvenienceStore-203-ftwzk,Convenience Store
4,Speedway,16,US,storeLists-ConvenienceStore-203-i8rp2,Convenience Store
4,Casey's General Store,16,US,storeLists-ConvenienceStore-203-pnkv7,Convenience Store
4,Cumberland Farms,16,US,storeLists-ConvenienceStore-203-ruqzb,Convenience Store
2,Loves Travel,8,US,storeLists-ConvenienceStore-203-rvrm7,Convenience Store
3,Uniprix,12,CA,storeLists-Cosmetics-2139-01ciy,Cosmetics
4,Walmart QC,16,CA,storeLists-Cosmetics-2139-3oh6p,Cosmetics
2,Brunet,8,CA,storeLists-Cosmetics-2139-4aghu,Cosmetics
4,Shoppers Drug Mart  QC,16,CA,storeLists-Cosmetics-2139-4vlje,Cosmetics
3,Walmart ATL,12,CA,storeLists-Cosmetics-2139-4yk9o,Cosmetics
5,Real Canadian Superstore WEST,20,CA,storeLists-Cosmetics-2139-6gvel,Cosmetics
1,Dominion,4,CA,storeLists-Cosmetics-2139-7vro3,Cosmetics
2,Sephora Canada,8,CA,storeLists-Cosmetics-2139-9ss91,Cosmetics
6,Walmart ON,24,CA,storeLists-Cosmetics-2139-dtngv,Cosmetics
3,Shoppers Drug Mart  ATL,12,CA,storeLists-Cosmetics-2139-huie2,Cosmetics
2,London Drugs,8,CA,storeLists-Cosmetics-2139-jyg0h,Cosmetics
2,Rexall ON,8,CA,storeLists-Cosmetics-2139-lxsyc,Cosmetics
3,Rexall WEST,12,CA,storeLists-Cosmetics-2139-ma9oc,Cosmetics
6,Shoppers Drug Mart  WEST,24,CA,storeLists-Cosmetics-2139-mozin,Cosmetics
3,Lawtons,12,CA,storeLists-Cosmetics-2139-ntn17,Cosmetics
2,Loblaws,8,CA,storeLists-Cosmetics-2139-pt1vt,Cosmetics
2,Familiprix,8,CA,storeLists-Cosmetics-2139-q62z6,Cosmetics
4,Shoppers Drug Mart  ON,16,CA,storeLists-Cosmetics-2139-s0v7p,Cosmetics
2,Real Atlantic Superstore,8,CA,storeLists-Cosmetics-2139-s6r4h,Cosmetics
5,Walmart WEST,20,CA,storeLists-Cosmetics-2139-sypri,Cosmetics
2,Real Canadian Superstore ON,8,CA,storeLists-Cosmetics-2139-x4k4j,Cosmetics
4,Jean Coutu,16,CA,storeLists-Cosmetics-2139-y6n5c,Cosmetics
15,TIA,60,EC,storeLists-EcuadorStandardMix-201-a7uum,Ecuador - Standard Mix
4,AKI,16,EC,storeLists-EcuadorStandardMix-201-ei880,Ecuador - Standard Mix
21,TUTI,84,EC,storeLists-EcuadorStandardMix-201-p59cj,Ecuador - Standard Mix
4,SUPERMAXI,16,EC,storeLists-EcuadorStandardMix-202-hjs3h,Ecuador - Standard Mix
2,CORAL,8,EC,storeLists-EcuadorStandardMix-202-ip2l6,Ecuador - Standard Mix
4,MI COMISARIATO,16,EC,storeLists-EcuadorStandardMix-202-zol65,Ecuador - Standard Mix
25,Walmart,100,US,storeLists-GeneralMerchandise-203-8pc1x,General Merchandise
5,CVS,20,US,storeLists-GeneralMerchandise-203-dug1s,General Merchandise
5,Family Dollar,20,US,storeLists-GeneralMerchandise-203-fs77e,General Merchandise
5,Walgreens,20,US,storeLists-GeneralMerchandise-203-keud8,General Merchandise
15,Costco,60,US,storeLists-GeneralMerchandise-203-ooup6,General Merchandise
15,Sam's Club,60,US,storeLists-GeneralMerchandise-203-rs339,General Merchandise
10,Dollar General,40,US,storeLists-GeneralMerchandise-203-xhwb7,General Merchandise
20,Target,80,US,storeLists-GeneralMerchandise-203-yiiij,General Merchandise
1,Fresh Co. WEST,4,CA,storeLists-GeneralMerchandise-204-1d0fd,General Merchandise
3,Real Canadian Superstore ON,12,CA,storeLists-GeneralMerchandise-204-1qlqh,General Merchandise
2,Costco ATL,8,CA,storeLists-GeneralMerchandise-204-2ixtr,General Merchandise
1,Sobeys ATL,4,CA,storeLists-GeneralMerchandise-204-2qoyl,General Merchandise
1,Dollarama QC,4,CA,storeLists-GeneralMerchandise-204-3mq6g,General Merchandise
1,Dollarama ATL,4,CA,storeLists-GeneralMerchandise-204-5vpmc,General Merchandise
2,London Drugs,8,CA,storeLists-GeneralMerchandise-204-70t5z,General Merchandise
2,Costco WEST,8,CA,storeLists-GeneralMerchandise-204-8e09e,General Merchandise
1,Calgary Co-op,4,CA,storeLists-GeneralMerchandise-204-acx2l,General Merchandise
1,Canadian Tire ATL,4,CA,storeLists-GeneralMerchandise-204-agzn0,General Merchandise
1,Dominion,4,CA,storeLists-GeneralMerchandise-204-dc1rb,General Merchandise
2,Independent (YIG) ON,8,CA,storeLists-GeneralMerchandise-204-dlo80,General Merchandise
1,Dollarama WEST,4,CA,storeLists-GeneralMerchandise-204-doge5,General Merchandise
1,Fresh Co. ON,4,CA,storeLists-GeneralMerchandise-204-dql1i,General Merchandise
2,Nofrills ON,8,CA,storeLists-GeneralMerchandise-204-dzo74,General Merchandise
1,Giant Tiger QC,4,CA,storeLists-GeneralMerchandise-204-ef80f,General Merchandise
2,Safeway,8,CA,storeLists-GeneralMerchandise-204-f2plp,General Merchandise
3,Real Canadian Superstore WEST,12,CA,storeLists-GeneralMerchandise-204-gvids,General Merchandise
2,Costco QC,8,CA,storeLists-GeneralMerchandise-204-h4ybe,General Merchandise
2,Costco ON,8,CA,storeLists-GeneralMerchandise-204-ieouw,General Merchandise
2,Canadian Tire QC,8,CA,storeLists-GeneralMerchandise-204-iw96z,General Merchandise
4,Loblaws,16,CA,storeLists-GeneralMerchandise-204-ky90q,General Merchandise
2,Sobeys ON,8,CA,storeLists-GeneralMerchandise-204-lb9wt,General Merchandise
1,Sobeys WEST,4,CA,storeLists-GeneralMerchandise-204-lqh6g,General Merchandise
2,IGA Extra QC,8,CA,storeLists-GeneralMerchandise-204-m0m11,General Merchandise
2,Nofrills WEST,8,CA,storeLists-GeneralMerchandise-204-m5jq8,General Merchandise
2,Canadian Tire WEST,8,CA,storeLists-GeneralMerchandise-204-pdgak,General Merchandise
1,Giant Tiger WEST,4,CA,storeLists-GeneralMerchandise-204-q4qhi,General Merchandise
1,Save On Foods,4,CA,storeLists-GeneralMerchandise-204-scuss,General Merchandise
1,Giant Tiger ON,4,CA,storeLists-GeneralMerchandise-204-sg3jr,General Merchandise
1,Giant Tiger ATL,4,CA,storeLists-GeneralMerchandise-204-sx76o,General Merchandise
1,Dollarama ON,4,CA,storeLists-GeneralMerchandise-204-uv5jd,General Merchandise
1,Nofrills ATL,4,CA,storeLists-GeneralMerchandise-204-vk7lo,General Merchandise
2,Independent (YIG) WEST,8,CA,storeLists-GeneralMerchandise-204-x9s28,General Merchandise
2,Canadian Tire ON,8,CA,storeLists-GeneralMerchandise-204-xykdn,General Merchandise
1,Federated Co-op,4,CA,storeLists-GeneralMerchandise-204-ykuul,General Merchandise
1,Longo's,4,CA,storeLists-GeneralMerchandise-204-zr287,General Merchandise
2,Walmart WEST,8,CA,storeLists-GeneralMerchandise-205-9z4i6,General Merchandise
2,Walmart ATL,8,CA,storeLists-GeneralMerchandise-205-gs7uu,General Merchandise
3,Walmart ON,12,CA,storeLists-GeneralMerchandise-205-o004d,General Merchandise
1,Super C,4,CA,storeLists-GeneralMerchandise-205-quf0g,General Merchandise
2,Walmart QC,8,CA,storeLists-GeneralMerchandise-205-r4z9a,General Merchandise
1,Thrifty Foods,4,CA,storeLists-GeneralMerchandise-205-yfsgs,General Merchandise
2,Dollar General,8,US,storeLists-Grocery-203-0683d,Grocery
5,Publix,20,US,storeLists-Grocery-203-32iyi,Grocery
2,Family Dollar,8,US,storeLists-Grocery-203-9hi48,Grocery
12,Albertsons (all banners),48,US,storeLists-Grocery-203-alnrb,Grocery
10,Target,40,US,storeLists-Grocery-203-eweb7,Grocery
3,Walgreens,12,US,storeLists-Grocery-203-gozbz,Grocery
12,Kroger,48,US,storeLists-Grocery-203-l6mxp,Grocery
10,Ahold,40,US,storeLists-Grocery-203-m5pg2,Grocery
8,Sam's Club,32,US,storeLists-Grocery-203-rivtn,Grocery
20,Walmart,80,US,storeLists-Grocery-203-s4az5,Grocery
2,HEB,8,US,storeLists-Grocery-203-svtq7,Grocery
2,CVS,8,US,storeLists-Grocery-203-uxiy6,Grocery
12,Costco,48,US,storeLists-Grocery-203-xbprs,Grocery
8,Costco,32,US,storeLists-GroceryHouseholdCStoreBlend-2140-5cqfi,Grocery/Household/C-Store Blend
3,Walgreens,12,US,storeLists-GroceryHouseholdCStoreBlend-2140-5sqii,Grocery/Household/C-Store Blend
8,Ahold,32,US,storeLists-GroceryHouseholdCStoreBlend-2140-7kpuw,Grocery/Household/C-Store Blend
4,Sam's Club,16,US,storeLists-GroceryHouseholdCStoreBlend-2140-8b0lh,Grocery/Household/C-Store Blend
3,Caseys,12,US,storeLists-GroceryHouseholdCStoreBlend-2140-8zs9c,Grocery/Household/C-Store Blend
11,Target,44,US,storeLists-GroceryHouseholdCStoreBlend-2140-aor5q,Grocery/Household/C-Store Blend
6,Circle K,24,US,storeLists-GroceryHouseholdCStoreBlend-2140-apgid,Grocery/Household/C-Store Blend
3,Publix,12,US,storeLists-GroceryHouseholdCStoreBlend-2140-cjjsl,Grocery/Household/C-Store Blend
7,Aldi,28,US,storeLists-GroceryHouseholdCStoreBlend-2140-dqq8b,Grocery/Household/C-Store Blend
3,Dollar General,12,US,storeLists-GroceryHouseholdCStoreBlend-2140-e6gnd,Grocery/Household/C-Store Blend
7,7-Eleven,28,US,storeLists-GroceryHouseholdCStoreBlend-2140-kqt61,Grocery/Household/C-Store Blend
11,Walmart,44,US,storeLists-GroceryHouseholdCStoreBlend-2140-m3jyl,Grocery/Household/C-Store Blend
8,Albertsons (all banners),32,US,storeLists-GroceryHouseholdCStoreBlend-2140-nk2ux,Grocery/Household/C-Store Blend
3,CVS,12,US,storeLists-GroceryHouseholdCStoreBlend-2140-ovqxi,Grocery/Household/C-Store Blend
8,Kroger,32,US,storeLists-GroceryHouseholdCStoreBlend-2140-s5dbl,Grocery/Household/C-Store Blend
2,BJ's,8,US,storeLists-GroceryHouseholdCStoreBlend-2140-vagsl,Grocery/Household/C-Store Blend
1,Family Dollar,4,US,storeLists-GroceryHouseholdCStoreBlend-2140-ww8kz,Grocery/Household/C-Store Blend
3,Wawa,12,US,storeLists-GroceryHouseholdCStoreBlend-2140-z20ff,Grocery/Household/C-Store Blend
1,HEB,4,US,storeLists-GroceryHouseholdCStoreBlend-2140-z39fi,Grocery/Household/C-Store Blend
1,Federated Co-op Store,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-02u6e,Grocery: Refrigerated & Frozen focus
2,Real Canadian Superstore WEST,8,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-07izn,Grocery: Refrigerated & Frozen focus
1,Calgary Co-op Food Store,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-1570z,Grocery: Refrigerated & Frozen focus
2,Metro Plus QC,8,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-2bake,Grocery: Refrigerated & Frozen focus
2,Sobeys WEST,8,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-2kype,Grocery: Refrigerated & Frozen focus
1,Thrifty Foods,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-3d8ha,Grocery: Refrigerated & Frozen focus
2,Real Atlantic Superstore,8,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-3o4zd,Grocery: Refrigerated & Frozen focus
1,Shoppers Drug Mart QC (Food & Household) - SG,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-3see3,Grocery: Refrigerated & Frozen focus
1,Dominion,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-3wvb8,Grocery: Refrigerated & Frozen focus
2,Real Canadian Superstore ON,8,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-5zu8y,Grocery: Refrigerated & Frozen focus
1,Giant Tiger QC,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-652v6,Grocery: Refrigerated & Frozen focus
3,Walmart ON (Supercentres only),12,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-6j0d1,Grocery: Refrigerated & Frozen focus
1,Shoppers Drug Mart ON (Food & Household) - SG,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-7huvp,Grocery: Refrigerated & Frozen focus
1,Giant Tiger ON - SG,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-93nm7,Grocery: Refrigerated & Frozen focus
1,Food Basics,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-9lj83,Grocery: Refrigerated & Frozen focus
2,Nofrills WEST,8,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-9wizg,Grocery: Refrigerated & Frozen focus
1,Nofrills ATL,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-bfy0r,Grocery: Refrigerated & Frozen focus
1,Safeway,4,CA,storeLists-GroceryRefrigeratedFrozenfocus-2140-bs0wi,Grocery: Refrigerated & Frozen focus
